"gene_short_name","family","pval","qval","status","num_cells_expressed","use_for_ordering"
"OXNAD1","negbinomial.size",6.12901249296298e-85,3.15767888295409e-84,"OK",2440,TRUE
"SPRY2","negbinomial.size",7.54652479796496e-10,9.15971588516284e-10,"OK",2508,TRUE
"VSTM2B","negbinomial.size",1.28214376185981e-133,9.65614520650668e-133,"OK",425,TRUE
"MX2","negbinomial.size",7.59085419287679e-83,3.83789341360134e-82,"OK",1526,TRUE
"EIF3G","negbinomial.size",5.20234845624387e-35,1.31975366100502e-34,"OK",11624,TRUE
"ZFAND2A","negbinomial.size",2.15777579133497e-155,1.87208627656222e-154,"OK",7534,TRUE
"ZBTB38","negbinomial.size",3.28722851306748e-102,2.03714246995525e-101,"OK",3702,TRUE
"RPL13A","negbinomial.size",0,0,"OK",16158,TRUE
"KLF4","negbinomial.size",8.27111241254623e-51,2.79875863070402e-50,"OK",563,TRUE
"CD7","negbinomial.size",0,0,"OK",13606,TRUE
"AC022182.2","negbinomial.size",8.47625102285348e-132,6.29622892759219e-131,"OK",970,TRUE
"AAED1","negbinomial.size",4.5259476021508e-35,1.15220426632219e-34,"OK",3335,TRUE
"CD3D","negbinomial.size",0.122276495216292,0.124573845995367,"OK",850,TRUE
"SLAMF7","negbinomial.size",1.45613715826835e-53,5.09413144561943e-53,"OK",3601,TRUE
"IL7R","negbinomial.size",3.62080507556776e-05,3.94055504711815e-05,"OK",979,TRUE
"RAB8B","negbinomial.size",5.08195260542587e-98,3.0034755316536e-97,"OK",7715,TRUE
"RACK1","negbinomial.size",4.50444819201914e-148,3.77225796466777e-147,"OK",16007,TRUE
"ITGB7","negbinomial.size",7.08602119121023e-70,3.05558249776044e-69,"OK",4073,TRUE
"MT-ND3","negbinomial.size",1.05619890707188e-62,4.22674433475812e-62,"OK",16235,TRUE
"REL","negbinomial.size",2.22597093633093e-150,1.87865017933922e-149,"OK",13730,TRUE
"RASGRP1","negbinomial.size",1.85298066411916e-60,7.13874788716599e-60,"OK",3190,TRUE
"ILF3-DT","negbinomial.size",2.51311081811805e-07,2.8509086634404e-07,"OK",6868,TRUE
"FNDC3B","negbinomial.size",9.37799767799896e-136,7.13714981178237e-135,"OK",2477,TRUE
"DENND4A","negbinomial.size",2.03968454752353e-80,1.00547176899512e-79,"OK",2822,TRUE
"PLAC8","negbinomial.size",3.14804306559342e-215,3.57492429804823e-214,"OK",10126,TRUE
"VPS37B","negbinomial.size",7.18335704127469e-163,6.57413562131849e-162,"OK",6931,TRUE
"RPLP0","negbinomial.size",8.02945024347226e-216,9.21475004131817e-215,"OK",15324,TRUE
"GLUL","negbinomial.size",5.88723807722555e-66,2.47469368013609e-65,"OK",6261,TRUE
"CD8A","negbinomial.size",1.90012800144332e-65,7.91051369506827e-65,"OK",1988,TRUE
"KDM5D","negbinomial.size",5.13953497249731e-25,1.01066648733877e-24,"OK",286,TRUE
"RARA","negbinomial.size",8.37889237865849e-77,3.93372674660395e-76,"OK",2234,TRUE
"SSBP4","negbinomial.size",3.87956024009405e-52,1.33567716837524e-51,"OK",5505,TRUE
"TNF","negbinomial.size",1.73148715541407e-08,2.01913744091028e-08,"OK",4478,TRUE
"SRSF3","negbinomial.size",6.24139794228815e-138,4.8521835615853e-137,"OK",12702,TRUE
"LYST","negbinomial.size",7.6960467064811e-102,4.72881736724008e-101,"OK",5685,TRUE
"LIM2","negbinomial.size",8.72073118045212e-64,3.54218463116117e-63,"OK",575,TRUE
"B2M","negbinomial.size",3.05007253823752e-45,9.39716951056418e-45,"OK",16287,TRUE
"PFDN5","negbinomial.size",2.37049668751037e-165,2.19726808342307e-164,"OK",15231,TRUE
"ERAP2","negbinomial.size",6.60351166909344e-31,1.53845508166097e-30,"OK",1862,TRUE
"BX284668.6","negbinomial.size",1.0917512619264e-49,3.60427471403098e-49,"OK",1571,TRUE
"FBXO34","negbinomial.size",5.46859914321755e-79,2.6300202974809e-78,"OK",3142,TRUE
"NACA","negbinomial.size",1.51972905396227e-177,1.51206069635054e-176,"OK",16120,TRUE
"CCND3","negbinomial.size",2.06390375656337e-10,2.53919866590241e-10,"OK",11083,TRUE
"AGPAT4","negbinomial.size",1.65272341353617e-60,6.40135193564278e-60,"OK",2146,TRUE
"NDFIP2","negbinomial.size",1.41856968166198e-38,3.88985795135882e-38,"OK",647,TRUE
"APMAP","negbinomial.size",4.74670582193156e-130,3.51385833712271e-129,"OK",9345,TRUE
"KIR2DL4","negbinomial.size",1.5536620052444e-87,8.21925094969538e-87,"OK",1271,TRUE
"H2AFZ","negbinomial.size",2.57861287323412e-49,8.46143921640666e-49,"OK",12804,TRUE
"ITM2A","negbinomial.size",1.37191148101994e-112,9.3281379383456e-112,"OK",6062,TRUE
"LAYN","negbinomial.size",1.21403297654517e-46,3.8497624650972e-46,"OK",299,TRUE
"SKP1","negbinomial.size",8.94432435952886e-71,3.9431381170362e-70,"OK",12799,TRUE
"SUMO3","negbinomial.size",2.18246459280791e-65,9.06851667011562e-65,"OK",4252,TRUE
"ORAI1","negbinomial.size",3.38465558033124e-75,1.56198254334861e-74,"OK",5627,TRUE
"RORA","negbinomial.size",1.40991844314424e-45,4.3749829802287e-45,"OK",10073,TRUE
"NFAT5","negbinomial.size",9.33799754616813e-114,6.40953059418945e-113,"OK",4018,TRUE
"ITGAD","negbinomial.size",1.98633515722202e-18,3.2369353538802e-18,"OK",351,TRUE
"NFKB2","negbinomial.size",1.16036859347496e-53,4.06597654159482e-53,"OK",5946,TRUE
"RRBP1","negbinomial.size",1.7722375783626e-98,1.05026866324275e-97,"OK",4720,TRUE
"SLC43A2","negbinomial.size",2.66162372941769e-53,9.28144995033274e-53,"OK",713,TRUE
"USP9Y","negbinomial.size",1.50298669413853e-24,2.91851221091001e-24,"OK",266,TRUE
"MARCH3","negbinomial.size",3.0273114891403e-87,1.5937472378508e-86,"OK",896,TRUE
"TRAC","negbinomial.size",1.15345742730207e-112,7.86745018810755e-112,"OK",2416,TRUE
"PRR7","negbinomial.size",7.60176829312708e-36,1.96522472321724e-35,"OK",6803,TRUE
"PRSS57","negbinomial.size",1.60764959613486e-25,3.19614296426811e-25,"OK",943,TRUE
"CD79B","negbinomial.size",2.10396764425749e-119,1.50115323039293e-118,"OK",1292,TRUE
"NOP10","negbinomial.size",1.83121427075604e-83,9.28014895623795e-83,"OK",7438,TRUE
"RPL9","negbinomial.size",1.156476041863e-241,1.49309317547669e-240,"OK",16180,TRUE
"PRDX5","negbinomial.size",5.3586093020799e-70,2.31530350123731e-69,"OK",7991,TRUE
"MAP2K3","negbinomial.size",7.14389785737919e-110,4.7531025928391e-109,"OK",6072,TRUE
"PPP1R15B","negbinomial.size",1.28419489319159e-96,7.42778326222018e-96,"OK",5449,TRUE
"RGS16","negbinomial.size",5.72467441395462e-52,1.9646865195993e-51,"OK",2494,TRUE
"UBE2L6","negbinomial.size",8.67643314569618e-98,5.11390855788452e-97,"OK",4697,TRUE
"RPL29","negbinomial.size",3.02312185626194e-194,3.15247658953469e-193,"OK",16262,TRUE
"PRSS23","negbinomial.size",1.16365486107118e-54,4.13765146502194e-54,"OK",3981,TRUE
"CD226","negbinomial.size",1.22923460122066e-83,6.25870856818688e-83,"OK",3191,TRUE
"RPL14","negbinomial.size",2.01267185451866e-272,2.94965219760201e-271,"OK",16262,TRUE
"PLEKHO1","negbinomial.size",1.81191413546189e-97,1.05931044738998e-96,"OK",3335,TRUE
"RPL7","negbinomial.size",1.93922371312997e-183,1.95636103896693e-182,"OK",15240,TRUE
"SERPINE1","negbinomial.size",1.57719163718339e-80,7.79254820284914e-80,"OK",558,TRUE
"TC2N","negbinomial.size",1.56523936150405e-61,6.16153207822554e-61,"OK",1807,TRUE
"HSPA4","negbinomial.size",2.60583767586761e-69,1.11700828437882e-68,"OK",3766,TRUE
"CEBPB","negbinomial.size",1.31561368680628e-171,1.26825159408126e-170,"OK",7717,TRUE
"FAU","negbinomial.size",9.85231091440084e-167,9.21106136781699e-166,"OK",16271,TRUE
"TRGC1","negbinomial.size",1.75389422604154e-60,6.78109906646007e-60,"OK",4034,TRUE
"AL512625.3","negbinomial.size",1.49237968005956e-55,5.36811198349784e-55,"OK",422,TRUE
"SYAP1","negbinomial.size",1.73689301306231e-104,1.10478620097717e-103,"OK",8827,TRUE
"ATP6V0D1","negbinomial.size",6.96849569891951e-75,3.18874834830304e-74,"OK",3793,TRUE
"LIMD2","negbinomial.size",1.20580304482478e-134,9.11284600775242e-134,"OK",10119,TRUE
"CD84","negbinomial.size",7.17256863901835e-90,3.89907302707539e-89,"OK",1100,TRUE
"TIFA","negbinomial.size",1.13901590455138e-98,6.76856300540259e-98,"OK",2824,TRUE
"HLA-DQA1","negbinomial.size",4.78544155830024e-108,3.14534022422825e-107,"OK",2247,TRUE
"NBL1","negbinomial.size",4.15374339140224e-37,1.1054563700554e-36,"OK",572,TRUE
"SRSF7","negbinomial.size",4.56757188909791e-111,3.05773562575721e-110,"OK",14638,TRUE
"IFIT3","negbinomial.size",1.70778741120089e-84,8.77770354240456e-84,"OK",2513,TRUE
"PIM2","negbinomial.size",1.01792631142169e-127,7.50980329752939e-127,"OK",4436,TRUE
"AHNAK","negbinomial.size",5.06207747009174e-25,9.96338115483575e-25,"OK",7017,TRUE
"HLA-E","negbinomial.size",2.12463030730204e-63,8.59761779204874e-63,"OK",16190,TRUE
"UBE2F","negbinomial.size",6.64854074151628e-120,4.75930193674878e-119,"OK",5705,TRUE
"AC114760.2","negbinomial.size",2.64178030244073e-48,8.56505452315985e-48,"OK",2610,TRUE
"TNFRSF4","negbinomial.size",3.3532627814307e-64,1.36972259377085e-63,"OK",1432,TRUE
"PDE4D","negbinomial.size",4.14719593653205e-86,2.17277004500918e-85,"OK",5870,TRUE
"FMNL1","negbinomial.size",8.88294110662132e-92,4.86542910612668e-91,"OK",8794,TRUE
"LDLRAD4","negbinomial.size",5.31913766669007e-24,1.01918812712462e-23,"OK",965,TRUE
"SRA1","negbinomial.size",1.05109719842806e-49,3.47535034053424e-49,"OK",4166,TRUE
"ZFP36","negbinomial.size",0,0,"OK",15513,TRUE
"MAPK1","negbinomial.size",1.04263465715676e-08,1.22241868722866e-08,"OK",8148,TRUE
"STAT1","negbinomial.size",2.35933854997359e-57,8.823112611884e-57,"OK",2963,TRUE
"IL2RB","negbinomial.size",9.15341726543598e-100,5.48446465434548e-99,"OK",5500,TRUE
"IER2","negbinomial.size",2.95516149641143e-234,3.7483890559745e-233,"OK",16017,TRUE
"SLFN5","negbinomial.size",5.97170755112118e-49,1.94192408971242e-48,"OK",2855,TRUE
"ZNF683","negbinomial.size",7.90480560271972e-15,1.12282405712502e-14,"OK",301,TRUE
"PRMT2","negbinomial.size",3.01816412999502e-17,4.74720667002117e-17,"OK",7651,TRUE
"ZC3H12A","negbinomial.size",1.28115199348589e-93,7.18041001000231e-93,"OK",10246,TRUE
"HIST3H2A","negbinomial.size",1.66570331739853e-54,5.91311046716434e-54,"OK",4777,TRUE
"PTGDR","negbinomial.size",1.16788646870029e-12,1.54460106744569e-12,"OK",5365,TRUE
"TNFRSF25","negbinomial.size",1.92214902664826e-64,7.88117436446139e-64,"OK",710,TRUE
"FKBP5","negbinomial.size",7.37303993990309e-11,9.19087564922402e-11,"OK",5565,TRUE
"APLP2","negbinomial.size",3.77378998773502e-73,1.70173606723436e-72,"OK",3091,TRUE
"RNF115","negbinomial.size",1.22465999961836e-87,6.54258014574438e-87,"OK",6521,TRUE
"HOXB2","negbinomial.size",6.98428430089204e-91,3.80625945945599e-90,"OK",2714,TRUE
"FURIN","negbinomial.size",2.30307208997445e-70,1.00308501268164e-69,"OK",1663,TRUE
"GPR65","negbinomial.size",1.45702106001158e-15,2.1310038295112e-15,"OK",8343,TRUE
"NKRF","negbinomial.size",3.00956822900736e-84,1.53956450205589e-83,"OK",1954,TRUE
"MT-ND2","negbinomial.size",4.2617409535011e-60,1.633165393665e-59,"OK",15914,TRUE
"ATP2B1","negbinomial.size",2.16917089422736e-53,7.57637950012744e-53,"OK",4122,TRUE
"EMP3","negbinomial.size",7.57430095299712e-26,1.51836032967197e-25,"OK",12754,TRUE
"CXCL13","negbinomial.size",1.60425021266453e-14,2.25802641873418e-14,"OK",121,TRUE
"CD83","negbinomial.size",2.25389351214651e-58,8.48731775667671e-58,"OK",7757,TRUE
"MARCKSL1","negbinomial.size",4.56530939445429e-95,2.59218745459983e-94,"OK",7986,TRUE
"EIF5","negbinomial.size",3.12803173139119e-107,2.04358458596009e-106,"OK",12140,TRUE
"SELPLG","negbinomial.size",8.0425899276783e-115,5.55553425259052e-114,"OK",4045,TRUE
"ABCF1","negbinomial.size",2.30922054404774e-44,7.00517393012524e-44,"OK",4711,TRUE
"GPX4","negbinomial.size",7.96823445144715e-64,3.24260797845945e-63,"OK",8867,TRUE
"RPL38","negbinomial.size",1.03533218161064e-221,1.22045407712689e-220,"OK",15132,TRUE
"AL158071.3","negbinomial.size",5.34646113487196e-46,1.67579106958631e-45,"OK",1451,TRUE
"GIMAP7","negbinomial.size",6.28613623455914e-16,9.37087937646651e-16,"OK",4551,TRUE
"IGFBP2","negbinomial.size",1.06359059110697e-10,1.31975285589876e-10,"OK",349,TRUE
"NAPA","negbinomial.size",1.61223617745196e-62,6.42819902370094e-62,"OK",4692,TRUE
"PRKAR1A","negbinomial.size",2.64586550344745e-79,1.27814750044043e-78,"OK",4747,TRUE
"CASP10","negbinomial.size",3.30750074057884e-85,1.71216446451444e-84,"OK",1367,TRUE
"TMSB4X","negbinomial.size",9.80831378932438e-11,1.21915373117734e-10,"OK",16285,TRUE
"TMEM71","negbinomial.size",2.46374709462652e-77,1.166783285643e-76,"OK",3079,TRUE
"BAG3","negbinomial.size",1.46667346356084e-74,6.69729419465993e-74,"OK",3665,TRUE
"BCLAF1","negbinomial.size",3.55874853173001e-82,1.78678832530611e-81,"OK",8615,TRUE
"C11orf96","negbinomial.size",2.94778907188487e-95,1.67815078659273e-94,"OK",842,TRUE
"PBXIP1","negbinomial.size",9.48708507990318e-27,1.95976071793428e-26,"OK",3247,TRUE
"AL627171.1","negbinomial.size",4.43353709475955e-22,8.02030188368095e-22,"OK",1346,TRUE
"SRSF5","negbinomial.size",7.60045335596705e-150,6.38968346088857e-149,"OK",14250,TRUE
"LMNB1","negbinomial.size",1.06763100097605e-88,5.71775713856065e-88,"OK",4055,TRUE
"MTRNR2L1","negbinomial.size",3.43602781291918e-19,5.73288025093977e-19,"OK",195,TRUE
"SLC30A1","negbinomial.size",4.31384750859441e-47,1.37599047737372e-46,"OK",3457,TRUE
"CD164","negbinomial.size",3.9434760249984e-100,2.38256253432355e-99,"OK",7586,TRUE
"CALR","negbinomial.size",5.75854560696869e-133,4.3218980697284e-132,"OK",12563,TRUE
"TCF25","negbinomial.size",7.14138084316743e-107,4.63762127210484e-106,"OK",11354,TRUE
"AC025164.1","negbinomial.size",1.50221239478185e-23,2.83576908988845e-23,"OK",2684,TRUE
"RASSF1","negbinomial.size",2.11498186192216e-31,4.97548336063901e-31,"OK",6920,TRUE
"NSG1","negbinomial.size",5.20185126142305e-75,2.39550220510119e-74,"OK",692,TRUE
"ARL5B","negbinomial.size",4.77480252496196e-60,1.82655144208862e-59,"OK",2563,TRUE
"GNAO1","negbinomial.size",1.80020681328317e-62,7.15137102199852e-62,"OK",471,TRUE
"TMEM123","negbinomial.size",3.74776876591014e-44,1.12901534073043e-43,"OK",3211,TRUE
"BST2","negbinomial.size",7.55659682721078e-81,3.74206815484479e-80,"OK",8358,TRUE
"FGL2","negbinomial.size",1.2043375053726e-50,4.0436657107634e-50,"OK",3450,TRUE
"CASS4","negbinomial.size",6.40839473807735e-45,1.95496598971727e-44,"OK",524,TRUE
"SAMD9","negbinomial.size",2.38434912649164e-70,1.03640345798805e-69,"OK",4642,TRUE
"CNOT6L","negbinomial.size",8.30296162459158e-84,4.23744088558568e-83,"OK",9038,TRUE
"ENSA","negbinomial.size",3.4160445416796e-65,1.41131440207677e-64,"OK",9017,TRUE
"RBM39","negbinomial.size",1.00303626619638e-145,8.27218882653975e-145,"OK",15159,TRUE
"ATP1B3","negbinomial.size",4.57840588262079e-123,3.3212583141821e-122,"OK",9533,TRUE
"EGR2","negbinomial.size",9.56230921759667e-56,3.45102307703281e-55,"OK",1094,TRUE
"EEF1D","negbinomial.size",5.95929186155969e-127,4.38159459244847e-126,"OK",15675,TRUE
"RPL24","negbinomial.size",8.01916902465932e-154,6.90221333908178e-153,"OK",16181,TRUE
"DOK2","negbinomial.size",1.41096441494988e-52,4.90445803850368e-52,"OK",11341,TRUE
"CTSW","negbinomial.size",1.6425702996576e-181,1.64941434257284e-180,"OK",14658,TRUE
"DDIT4","negbinomial.size",0.000102412819627881,0.000110130592847235,"OK",12154,TRUE
"HERPUD1","negbinomial.size",2.95745432802179e-14,4.12522086011528e-14,"OK",11767,TRUE
"CDC42SE1","negbinomial.size",1.50500143021742e-101,9.195346766596e-101,"OK",11222,TRUE
"APOA2","negbinomial.size",7.86818669878799e-61,3.07497242336417e-60,"OK",223,TRUE
"SKIL","negbinomial.size",7.17006394958312e-93,3.95721850041878e-92,"OK",5156,TRUE
"RAB34","negbinomial.size",4.26846459017761e-105,2.73914192192166e-104,"OK",642,TRUE
"IGKV3-20","negbinomial.size",9.15747970004118e-18,1.46263427609641e-17,"OK",223,TRUE
"EIF2S3","negbinomial.size",9.78484906210124e-34,2.40627410608816e-33,"OK",4752,TRUE
"SNHG7","negbinomial.size",1.69539336256138e-22,3.100597136084e-22,"OK",6741,TRUE
"COMMD6","negbinomial.size",1.47546811686305e-91,8.06118474930971e-91,"OK",12568,TRUE
"FGFR1","negbinomial.size",2.34156637325795e-75,1.08754977807205e-74,"OK",476,TRUE
"EZH2","negbinomial.size",3.95729555562323e-96,2.27675704513178e-95,"OK",3200,TRUE
"GABPB1-AS1","negbinomial.size",8.46614866714951e-16,1.25259730279995e-15,"OK",4003,TRUE
"IFI35","negbinomial.size",6.39288182288659e-79,3.06096262115696e-78,"OK",2425,TRUE
"ARF4","negbinomial.size",1.98965356188471e-82,1.0012896927443e-81,"OK",5983,TRUE
"MDFIC","negbinomial.size",1.49994771890241e-93,8.38501701623539e-93,"OK",2614,TRUE
"NR3C1","negbinomial.size",1.05580742394343e-35,2.72300392691236e-35,"OK",5766,TRUE
"TPRG1","negbinomial.size",4.83313152361011e-71,2.1394004642266e-70,"OK",557,TRUE
"GZMA","negbinomial.size",8.29566218535401e-82,4.13638880000755e-81,"OK",14496,TRUE
"TMED9","negbinomial.size",7.34656715022156e-55,2.62083949816292e-54,"OK",5240,TRUE
"ADAM10","negbinomial.size",2.51678229136326e-80,1.23504542759432e-79,"OK",3672,TRUE
"RPL27A","negbinomial.size",1.74785282471172e-233,2.19138310797671e-232,"OK",13686,TRUE
"MEF2C","negbinomial.size",1.04431088975387e-73,4.71897983307531e-73,"OK",423,TRUE
"LINC01871","negbinomial.size",5.31935905515279e-82,2.65845386880793e-81,"OK",4195,TRUE
"THEMIS","negbinomial.size",2.24542197424447e-80,1.10438101182228e-79,"OK",441,TRUE
"CHST2","negbinomial.size",1.46383412032713e-135,1.11015951293341e-134,"OK",1980,TRUE
"PPP1CB","negbinomial.size",1.7127161350531e-47,5.51988305635985e-47,"OK",6821,TRUE
"GOLGB1","negbinomial.size",8.55043824218886e-51,2.88876955565539e-50,"OK",5110,TRUE
"PDIA3","negbinomial.size",5.93966513809422e-116,4.14248671528179e-115,"OK",12194,TRUE
"TNFAIP8","negbinomial.size",1.14179743011329e-79,5.55282203120116e-79,"OK",3543,TRUE
"ARRDC2","negbinomial.size",1.02501286131864e-53,3.60332722236652e-53,"OK",4031,TRUE
"JAK1","negbinomial.size",1.94764047172374e-208,2.12283024279839e-207,"OK",11656,TRUE
"PRDX1","negbinomial.size",0.000252738996547922,0.000268852811923709,"OK",4696,TRUE
"CTLA4","negbinomial.size",3.28128271669398e-22,5.94578296784397e-22,"OK",158,TRUE
"MT-CO3","negbinomial.size",0.00540142168664825,0.00563524946529103,"OK",16284,TRUE
"BEX4","negbinomial.size",1.97663283586555e-117,1.39198591590661e-116,"OK",3192,TRUE
"PLK2","negbinomial.size",1.03899482110637e-76,4.86734290924347e-76,"OK",2143,TRUE
"CCNL1","negbinomial.size",1.8254353020444e-97,1.06434655111137e-96,"OK",11665,TRUE
"JAKMIP1","negbinomial.size",3.26792119789411e-75,1.51132645591308e-74,"OK",796,TRUE
"FEZ1","negbinomial.size",1.65886016852651e-31,3.91094315818913e-31,"OK",1868,TRUE
"DHRS7","negbinomial.size",1.67135446607431e-54,5.92347685770454e-54,"OK",9151,TRUE
"IGHM","negbinomial.size",2.22935087127634e-102,1.38950058614896e-101,"OK",883,TRUE
"QKI","negbinomial.size",1.27718441510368e-79,6.19734451087224e-79,"OK",3737,TRUE
"MT1E","negbinomial.size",2.46451312383604e-12,3.21825946152942e-12,"OK",2999,TRUE
"OAS1","negbinomial.size",9.59381424778062e-73,4.31721641150128e-72,"OK",953,TRUE
"CRY1","negbinomial.size",1.05449951013564e-71,4.67731991305565e-71,"OK",2067,TRUE
"GLA","negbinomial.size",1.9007455852403e-37,5.08977428936569e-37,"OK",1235,TRUE
"SELENOK","negbinomial.size",2.68687637061574e-35,6.88869367359993e-35,"OK",12477,TRUE
"CLIC3","negbinomial.size",7.45919231537762e-55,2.65664829754582e-54,"OK",11436,TRUE
"DUSP2","negbinomial.size",0.00990368654206851,0.0102878812786143,"OK",14797,TRUE
"ITGA5","negbinomial.size",2.05818465978722e-60,7.91525270758594e-60,"OK",1985,TRUE
"RPL27","negbinomial.size",1.2185906152132e-144,9.97404922414128e-144,"OK",15195,TRUE
"RHOC","negbinomial.size",6.35645999848105e-97,3.69629000984059e-96,"OK",8753,TRUE
"S1PR5","negbinomial.size",4.17612020503643e-113,2.85741473966058e-112,"OK",6987,TRUE
"SPPL2A","negbinomial.size",1.24143106713144e-70,5.45073681094756e-70,"OK",4737,TRUE
"NABP1","negbinomial.size",7.28499346333565e-46,2.27682288501081e-45,"OK",2447,TRUE
"CRACR2B","negbinomial.size",0.00164357987480245,0.00172802944665367,"OK",466,TRUE
"PDXK","negbinomial.size",9.95722972579731e-66,4.16131623800662e-65,"OK",2323,TRUE
"TMEM263","negbinomial.size",2.04193765526405e-57,7.64933121635185e-57,"OK",2516,TRUE
"PURA","negbinomial.size",1.81672855555743e-40,5.19852801715575e-40,"OK",4949,TRUE
"CATSPER1","negbinomial.size",1.10806268046605e-53,3.8889772717328e-53,"OK",895,TRUE
"AOAH","negbinomial.size",1.71163664929619e-82,8.63381370307777e-82,"OK",6139,TRUE
"MZT2B","negbinomial.size",2.49661854416847e-70,1.08303312446028e-69,"OK",9135,TRUE
"SRGN","negbinomial.size",2.35358825431384e-214,2.65881923104517e-213,"OK",16174,TRUE
"LINC00623","negbinomial.size",9.61693599078599e-27,1.98469402131444e-26,"OK",5591,TRUE
"HSBP1L1","negbinomial.size",2.46938240046323e-57,9.21874427987046e-57,"OK",692,TRUE
"GNPTAB","negbinomial.size",1.145601412072e-69,4.93017750552416e-69,"OK",6036,TRUE
"TOB1","negbinomial.size",2.00250884501785e-84,1.02681836521128e-83,"OK",6761,TRUE
"STAT4","negbinomial.size",1.399883606987e-65,5.83912989145155e-65,"OK",7341,TRUE
"PER1","negbinomial.size",6.56704987659715e-105,4.18939152421742e-104,"OK",5267,TRUE
"ZNF831","negbinomial.size",1.01857350970247e-56,3.7701125299397e-56,"OK",1962,TRUE
"SOD1","negbinomial.size",5.46059628301897e-05,5.92201666893407e-05,"OK",10596,TRUE
"LUZP1","negbinomial.size",4.95846205222259e-71,2.19040818559487e-70,"OK",3767,TRUE
"RCSD1","negbinomial.size",1.1892367154009e-30,2.7528862707626e-30,"OK",3060,TRUE
"NEAT1","negbinomial.size",1.84531515380607e-112,1.25077767768918e-111,"OK",15856,TRUE
"TIPARP","negbinomial.size",2.27399367621574e-100,1.37773527477987e-99,"OK",6390,TRUE
"SAMD9L","negbinomial.size",1.80195842414413e-60,6.95453349104738e-60,"OK",2212,TRUE
"CALHM6","negbinomial.size",5.33887168087439e-25,1.0479649480377e-24,"OK",355,TRUE
"YWHAQ","negbinomial.size",4.11760594940459e-19,6.85951405857031e-19,"OK",10111,TRUE
"RSRC2","negbinomial.size",2.32781976786612e-68,9.95866090039766e-68,"OK",9623,TRUE
"LAIR1","negbinomial.size",2.94784011739731e-102,1.83205307009592e-101,"OK",2373,TRUE
"ARFGAP3","negbinomial.size",4.93164766593645e-55,1.76223126646065e-54,"OK",3244,TRUE
"MSC","negbinomial.size",4.28327752924769e-50,1.42929676322127e-49,"OK",255,TRUE
"FAM177A1","negbinomial.size",9.74990253165618e-159,8.66702401277141e-158,"OK",10361,TRUE
"GLUD1","negbinomial.size",9.96277139595249e-42,2.89668246083391e-41,"OK",3065,TRUE
"RNF130","negbinomial.size",4.28198912420071e-40,1.21725221630293e-39,"OK",1729,TRUE
"LY9","negbinomial.size",9.2015398006858e-59,3.47098083959783e-58,"OK",1411,TRUE
"C12orf57","negbinomial.size",4.90159980724182e-56,1.79284485361004e-55,"OK",10511,TRUE
"CACYBP","negbinomial.size",2.4308419777858e-21,4.29706295828639e-21,"OK",10005,TRUE
"PNPLA8","negbinomial.size",2.98345927158093e-47,9.55852756286417e-47,"OK",4742,TRUE
"ATOX1","negbinomial.size",1.20877355530386e-50,4.05228723563227e-50,"OK",2591,TRUE
"BRAF","negbinomial.size",2.05493745330742e-62,8.14837172984241e-62,"OK",4476,TRUE
"RIN3","negbinomial.size",1.01402437623993e-92,5.58228140117872e-92,"OK",4080,TRUE
"ACAP1","negbinomial.size",8.17475840220071e-26,1.63570580944404e-25,"OK",7432,TRUE
"HMGN1","negbinomial.size",1.3513774330983e-45,4.19933761087422e-45,"OK",10341,TRUE
"CALM1","negbinomial.size",6.66626408384399e-75,3.05689784309886e-74,"OK",16021,TRUE
"NAP1L2","negbinomial.size",1.58898850068232e-60,6.16550278708401e-60,"OK",614,TRUE
"SOX4","negbinomial.size",1.79108671858092e-162,1.62546740276234e-161,"OK",1077,TRUE
"CYTOR","negbinomial.size",5.22921461723142e-94,2.93838510486398e-93,"OK",7038,TRUE
"AL021453.1","negbinomial.size",2.35613566346518e-30,5.41936188128948e-30,"OK",2547,TRUE
"HSPA8","negbinomial.size",6.58944256648897e-14,9.09192170910597e-14,"OK",15870,TRUE
"IL1B","negbinomial.size",1.73264512861988e-18,2.83416838912256e-18,"OK",251,TRUE
"BCAS2","negbinomial.size",8.9831380402642e-67,3.81299929732545e-66,"OK",8620,TRUE
"FOS","negbinomial.size",4.69004705231623e-261,6.35794503529619e-260,"OK",15565,TRUE
"ADAR","negbinomial.size",3.63519433441928e-45,1.11681820274156e-44,"OK",5269,TRUE
"PFN1","negbinomial.size",1.23862038946383e-06,1.384115211101e-06,"OK",16069,TRUE
"MT-ND5","negbinomial.size",5.27862167520132e-48,1.70376940677257e-47,"OK",15385,TRUE
"CGAS","negbinomial.size",1.10246542196339e-59,4.2099427821102e-59,"OK",3662,TRUE
"GAPDH","negbinomial.size",8.6954274789569e-14,1.19218597988986e-13,"OK",15682,TRUE
"UBA52","negbinomial.size",3.25431035195848e-140,2.56676332850834e-139,"OK",16090,TRUE
"GCHFR","negbinomial.size",8.55372828050553e-27,1.76864028983951e-26,"OK",2263,TRUE
"TLE4","negbinomial.size",6.05878445245696e-74,2.74352890968249e-73,"OK",10240,TRUE
"BSG","negbinomial.size",2.7434591312262e-57,1.02243348034873e-56,"OK",7586,TRUE
"BCR","negbinomial.size",1.57078366165523e-50,5.24966065043173e-50,"OK",1371,TRUE
"NMRK1","negbinomial.size",1.16601696757254e-35,3.00010771371867e-35,"OK",2855,TRUE
