marker	cell_name	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	pct.diff
KLRC1	Natural killer cell	0	0.894392872590571	0.543	0.172	0	1	0.371
KLRC1	Natural killer cell	0	0.894392872590571	0.543	0.172	0	1	0.371
LGALS2	Acinar cell	0	1.96417866055767	0.948	0.004	0	9	0.944
LGALS2	CD141+CLEC9A+ dendritic cell	0	1.96417866055767	0.948	0.004	0	9	0.944
LST1	Paneth cell	0	3.07147191379919	0.925	0.074	0	4	0.851
LST1	Monocyte	0	3.07147191379919	0.925	0.074	0	4	0.851
LST1	Myeloid cell	0	3.07147191379919	0.925	0.074	0	4	0.851
LST1	CD1C-CD141- dendritic cell	0	3.07147191379919	0.925	0.074	0	4	0.851
LST1	Neutrophil	0	3.07147191379919	0.925	0.074	0	4	0.851
LYZ	CD14+ monocyte	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Monocyte	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Macrophage	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Paneth cell	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Myeloid cell	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Monocyte	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Monocyte	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Immune cell	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Macrophage	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Monocyte	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Myeloid cell	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Macrophage	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Monocyte	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	CD1C+_B dendritic cell	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Myeloid cell	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Monocyte	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Macrophage	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Monocyte	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	AXL+ SIGLEC6+ dendritic cell	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Myeloid cell	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Neuron	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Acinar cell	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Myeloid cell	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	CD14+ monocyte	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Blood cell	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Dendritic cell	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Macrophage	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Monocyte	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Monocyte	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Monocyte	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	CD14+ monocyte	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Macrophage	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Myeloid cell	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Monocyte precursor	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Dendritic cell	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	CD16+ monocyte	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Monocyte	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Monocyte	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Monocyte	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Macrophage	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Progenitor cell	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Monocyte	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	CD16+ monocyte	0	3.42924030998268	0.986	0.046	0	9	0.94
LYZ	Monocyte	0	3.42924030998268	0.986	0.046	0	9	0.94
MKI67	Cycling cell	0	1.24093162281767	0.562	0.012	0	6	0.55
MKI67	Dividing cell	0	1.24093162281767	0.562	0.012	0	6	0.55
MKI67	Progenitor cell	0	1.24093162281767	0.562	0.012	0	6	0.55
MKI67	Cycling cell	0	1.24093162281767	0.562	0.012	0	6	0.55
MKI67	Progenitor cell	0	1.24093162281767	0.562	0.012	0	6	0.55
MKI67	Proliferative lymphocyte	0	1.24093162281767	0.562	0.012	0	6	0.55
MKI67	Effector T(Teff) cell	0	1.24093162281767	0.562	0.012	0	6	0.55
MKI67	Dividing plasma B cell	0	1.24093162281767	0.562	0.012	0	6	0.55
MKI67	Profiling cell	0	1.24093162281767	0.562	0.012	0	6	0.55
MKI67	Cycling cell	0	1.24093162281767	0.562	0.012	0	6	0.55
MKI67	Proliferative T cell	0	1.24093162281767	0.562	0.012	0	6	0.55
MKI67	Proliferative T cell	0	1.24093162281767	0.562	0.012	0	6	0.55
MKI67	Lymphocyte	0	1.24093162281767	0.562	0.012	0	6	0.55
MKI67	Cycling transient-amplifying cell	0	1.24093162281767	0.562	0.012	0	6	0.55
MKI67	Neural progenitor cell	0	1.24093162281767	0.562	0.012	0	6	0.55
MKI67	CD8+ T cell	0	1.24093162281767	0.562	0.012	0	6	0.55
MKI67	Lymphocyte	0	1.24093162281767	0.562	0.012	0	6	0.55
MKI67	MKI67+ progenitor cell	0	1.24093162281767	0.562	0.012	0	6	0.55
MKI67	Osteoblast	0	1.24093162281767	0.562	0.012	0	6	0.55
MKI67	Germinal Centre (GC)-like cell	0	1.24093162281767	0.562	0.012	0	6	0.55
MKI67	Proliferative cell	0	1.24093162281767	0.562	0.012	0	6	0.55
MKI67	Lymphocyte	0	1.24093162281767	0.562	0.012	0	6	0.55
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	Memory B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	Mural cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	Immune cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	Memory B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	Immune cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	Naive B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	Germinal center B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	Memory B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A1	Naive B cell	0	1.87001077536624	0.846	0.026	0	7	0.82
MS4A7	Macrophage	0	2.23435347610742	0.866	0.008	0	4	0.858
MS4A7	Macrophage	0	2.23435347610742	0.866	0.008	0	4	0.858
MS4A7	Macrophage	0	2.23435347610742	0.866	0.008	0	4	0.858
MS4A7	Monocyte	0	2.23435347610742	0.866	0.008	0	4	0.858
MS4A7	Monocyte	0	2.23435347610742	0.866	0.008	0	4	0.858
MS4A7	Monocyte	0	2.23435347610742	0.866	0.008	0	4	0.858
MS4A7	Paneth cell	0	2.23435347610742	0.866	0.008	0	4	0.858
MS4A7	Macrophage	0	2.23435347610742	0.866	0.008	0	4	0.858
MS4A7	CD1C-CD141- dendritic cell	0	2.23435347610742	0.866	0.008	0	4	0.858
MS4A7	Antigen-presenting cell	0	2.23435347610742	0.866	0.008	0	4	0.858
MZB1	Plasma cell	0	2.40874527073926	0.96	0.036	0	5	0.924
MZB1	B cell	0	2.40874527073926	0.96	0.036	0	5	0.924
MZB1	B cell	0	2.40874527073926	0.96	0.036	0	5	0.924
MZB1	Dendritic cell	0	2.40874527073926	0.96	0.036	0	5	0.924
MZB1	Plasma cell	0	2.40874527073926	0.96	0.036	0	5	0.924
MZB1	Plasmablast	0	2.40874527073926	0.96	0.036	0	5	0.924
MZB1	Plasma cell	0	2.40874527073926	0.96	0.036	0	5	0.924
MZB1	B cell	0	2.40874527073926	0.96	0.036	0	5	0.924
MZB1	Plasma cell	0	2.40874527073926	0.96	0.036	0	5	0.924
MZB1	Plasma cell	0	2.40874527073926	0.96	0.036	0	5	0.924
MZB1	Antibody-secreting cell	0	2.40874527073926	0.96	0.036	0	5	0.924
MZB1	Plasma cell	0	2.40874527073926	0.96	0.036	0	5	0.924
MZB1	Plasma cell	0	2.40874527073926	0.96	0.036	0	5	0.924
MZB1	Plasmacytoid dendritic cell(pDC)	0	2.40874527073926	0.96	0.036	0	5	0.924
MZB1	Plasmacytoid dendritic cell	0	2.40874527073926	0.96	0.036	0	5	0.924
MZB1	Plasmablast	0	2.40874527073926	0.96	0.036	0	5	0.924
MZB1	Plasma cell	0	2.40874527073926	0.96	0.036	0	5	0.924
MZB1	Plasma cell	0	2.40874527073926	0.96	0.036	0	5	0.924
MZB1	Plasma cell	0	2.40874527073926	0.96	0.036	0	5	0.924
MZB1	B cell	0	2.40874527073926	0.96	0.036	0	5	0.924
MZB1	Plasma cell	0	2.40874527073926	0.96	0.036	0	5	0.924
MZB1	Plasma cell	0	2.40874527073926	0.96	0.036	0	5	0.924
MZB1	Dividing plasma B cell	0	2.40874527073926	0.96	0.036	0	5	0.924
MZB1	B cell	0	2.40874527073926	0.96	0.036	0	5	0.924
PLAUR	Paneth cell	0	2.49427502221977	0.896	0.064	0	4	0.832
SERPINA1	Myeloid cell	0	2.15673343049323	0.874	0.011	0	4	0.863
SERPINA1	Myeloid cell	0	2.15673343049323	0.874	0.011	0	4	0.863
SERPINA1	CD1C-CD141- dendritic cell	0	2.15673343049323	0.874	0.011	0	4	0.863
SLAMF1	Natural killer T (NKT) cell	0	1.28314718809046	0.626	0.029	0	3	0.597
SPIB	B cell	0	1.50357540807534	0.783	0.01	0	8	0.773
SPIB	Progenitor cell	0	1.50357540807534	0.783	0.01	0	8	0.773
SPIB	Enterocyte	0	1.50357540807534	0.783	0.01	0	8	0.773
SPIB	Plasmacytoid dendritic cell	0	1.50357540807534	0.783	0.01	0	8	0.773
SPIB	B cell	0	1.50357540807534	0.783	0.01	0	8	0.773
STMN1	Plasmacytoid dendritic cell	0	2.35156661991567	0.953	0.205	0	6	0.748
STMN1	Secretory transient-amplifying cell	0	2.35156661991567	0.953	0.205	0	6	0.748
STMN1	Cartilage Progenitor cell	0	2.35156661991567	0.953	0.205	0	6	0.748
TRAC	CD8+ T cell	0	1.09024467658535	0.548	0.152	0	2	0.396
TRAC	Natural killer T (NKT) cell	0	1.09024467658535	0.548	0.152	0	2	0.396
TRAC	T cell	0	1.09024467658535	0.548	0.152	0	2	0.396
TRAC	T helper cell	0	1.09024467658535	0.548	0.152	0	2	0.396
TRAC	CD8+ T cell	0	1.09024467658535	0.548	0.152	0	2	0.396
TRAC	T cell	0	1.09024467658535	0.548	0.152	0	2	0.396
TRAC	T cell	0	1.09024467658535	0.548	0.152	0	2	0.396
TTR	Enterocyte progenitor cell	0	4.09082543063204	0.932	0.003	0	10	0.929
TTR	B cell	0	4.09082543063204	0.932	0.003	0	10	0.929
TTR	Alpha cell (¦Á cell)	0	4.09082543063204	0.932	0.003	0	10	0.929
TYMS	Proliferative CD8+ T cell	0	1.64748973936462	0.755	0.015	0	6	0.74
TYMS	Proliferative CD4+ T cell	0	1.64748973936462	0.755	0.015	0	6	0.74
XCL1	Natural killer T (NKT) cell	0	1.37969749929772	0.794	0.348	0	1	0.446
XCL1	Natural killer cell	0	1.37969749929772	0.794	0.348	0	1	0.446
XCL1	Cytotoxic natural killer cell	0	1.37969749929772	0.794	0.348	0	1	0.446
XCL1	Natural killer cell	0	1.37969749929772	0.794	0.348	0	1	0.446
